Acciones,Código solicitud,Código unico,Estado operación,Departamento,Municipio,Fecha aprobación,Dirección,Autoridad de tránsito,Jurisdicción,Infracciones,Velocidad,Tipo de tecnología,Tipo de instalación,Nombre equipo,Latitud,Longitud,Código equipo,Resolución de renovación,Fecha radicación de renovación,Fecha de notificación,Fecha de recurso,Fecha resolución de recurso,Fecha de aprobación final,Fecha finalización de prórroga,Fecha inicio de operación,Fecha finalización inicial
,SOL0000006501,CU000000000072,Autorizada instalar,CALDAS,LA DORADA,16/11/2023,CARRERA 6 CON VÍA LA VARIANTE-RUTA 4510 PR 32+174,DIVISION DE TRANSITO Y TRANSPORTE DE LA DORADA,Municipal,"C24, C29, C35, D02",40,Radar Doppler,Fijo,CADOS001,5.460319,-74.669595,,,,,,,,,,15/11/2028
,SOL0000006502,CU000000000073,Autorizada instalar,CALDAS,LA DORADA,16/11/2023,KM 1 VÍA LA DORADA-HONDA (RUTA 4510 PR 29+341),DIVISION DE TRANSITO Y TRANSPORTE DE LA DORADA,Municipal,"C24, C29, C35, D02",40,Radar Doppler,Fijo,CADOS002,5.443266,-74.67784,,,,,,,,,,15/11/2028
,SOL0000006663,CU000000000285,Autorizada instalar,ATLANTICO,GALAPA,16/11/2023,VIA LA CORDIALIDAD RUTA 9006 PR 104+900,SECRETARIA MUNICIPAL DE TRANSITO Y TRANSPORTE DE GALAPA,Municipal,"C24, C29, C35, D02",80,Radar Doppler,Móvil,GLMOS001,10.862468,-74.89606,,,,,,,,,,15/11/2028
,SOL0000006521,CU000000000242,Autorizada instalar,SUCRE,COROZAL,16/11/2023,RUTA 2515 PR10+467m  /  Via Troncal de Occidente - Km 10+467,INSTITUTO MUNICIPAL DE  TRANSPORTES Y TRANSITO DE COROZAL,Municipal,"C02, C24, C29, C35, D02",50,Radar Doppler,Fijo,SUCOS002,9.326078,-75.283812,,,,,,,,,,15/11/2028
,SOL0000006525,CU000000000175,Autorizada instalar,SUCRE,COROZAL,16/11/2023,RUTA 2515 PR7+773m / Via Troncal de Occidente - Km 7+773m,INSTITUTO MUNICIPAL DE  TRANSPORTES Y TRANSITO DE COROZAL,Municipal,"C02, C24, C29, C35, D02, D03, D05",60,Radar Doppler,Fijo,SUCOS003,9.319959,-75.304617,,,,,,,,,,15/11/2028
,SOL0000006481,CU000000000613,Autorizada instalar,BOLIVAR,CARTAGENA,21/09/2023,Diagonal 22  # 42- 49 (Avenida Crisanto luque entre Transversal 42 y 44),DEPARTAMENTO ADMINISTRATIVO DE TRANSITO Y TRANSPORTE DE CARTAGENA - DATT,Distrital,"C14, C24, C29, C32, C35, D02",30,Video Detección (Con Analítica de Video),Fijo,AvCrisT44,10.402163,-75.519438,,,,,,,,,,20/09/2028
,SOL0000006181,CU000000000603,Autorizada instalar,BOLIVAR,CLEMENCIA,08/09/2023,RUTA NACIONAL 90-06 PR 23 + 470,INSTITUTO DE TRANSITO Y TRANSPORTE DEL MUNICIPIO DE  CLEMENCIA - BOLIVAR,Municipal,"C24, C29, C35, D02, D03, D05",30,Radar Doppler,Fijo,CLEM23x470,10.56865438,-75.33876626,,,,,,,,,,07/09/2028
,SOL0000006441,CU000000000601,Autorizada instalar,CAUCA,SANTANDER DE QUILICHAO,31/07/2023,RUTA NACIONAL 2504 PR 75+530,SECRETARIA DE TRANSITO Y TRANSPORTE MUNICIPAL DE SANTANDER DE QUILICHAO,Municipal,"C29, C35, D02, D05, D08",60,Laser (Lidar) / Infrarrojo,Móvil,DRAGONCAM,3.02972222,-76.49170833,,,,,,,,,,30/07/2028
,SOL0000005861,CU000000000600,Autorizada instalar,BOLIVAR,CARTAGENA,11/07/2023,Diagonal 21 No. 51 130 Costado Occidente Zona CAI El bosque,DEPARTAMENTO ADMINISTRATIVO DE TRANSITO Y TRANSPORTE DE CARTAGENA - DATT,Distrital,"C14, C29, C35, D02",30,Video Detección (Con Analítica de Video),Fijo,AvBosqueNS,10.392403,-75.522211,,,,,,,,,,10/07/2028
,SOL0000005802,CU000000000599,Autorizada instalar,BOLIVAR,CARTAGENA,11/07/2023,C 31 68C 18 Mz 10 Lo 9 (Calle 31 entre transversal 54 y carrera 71),DEPARTAMENTO ADMINISTRATIVO DE TRANSITO Y TRANSPORTE DE CARTAGENA - DATT,Distrital,"C14, C24, C29, C35, D02",40,Video Detección (Con Analítica de Video),Fijo,RONDAREAL,10.392538,-75.481804,,,,,,,,,,10/07/2028
,SOL0000006103,CU000000000598,Autorizada instalar,BOLIVAR,TALAIGUA NUEVO,07/07/2023,RUTA NACIONAL 78-03 PR 20+061,SECRETARIA DE MOVILIDAD DEL DEPARTAMENTO DE BOLÍVAR,Departamental,"C24, C29, C35, D02, D03, D05",30,Radar Doppler,Fijo,TLN20X061,9.262138,-74.541055,,,,,,,,,,06/07/2028
,SOL0000006101,CU000000000597,Autorizada instalar,BOLIVAR,MAHATES,07/07/2023,RUTA NACIONAL 90-05 PR 58+212,SECRETARIA DE MOVILIDAD DEL DEPARTAMENTO DE BOLÍVAR,Departamental,"C24, C29, C35, D02, D03, D05",30,Radar Doppler,Fijo,MAH58X212,10.12523669,-75.24338268,,,,,,,,,,06/07/2028
,SOL0000006102,CU000000000596,Autorizada instalar,BOLIVAR,MARIA LA BAJA,07/07/2023,RUTA NACIONAL 90-05 PR 29+436,SECRETARIA DE MOVILIDAD DEL DEPARTAMENTO DE BOLÍVAR,Departamental,"C24, C29, C35, D02, D03, D05",30,Radar Doppler,Fijo,MLB29X436,9.91116158,-75.35246424,,,,,,,,,,06/07/2028
,SOL0000006081,CU000000000595,Autorizada instalar,BOLIVAR,MAHATES,07/07/2023,Ruta Nacional 25BL-02 PR 16 + 730,SECRETARIA DE MOVILIDAD DEL DEPARTAMENTO DE BOLÍVAR,Departamental,"C24, C29, C35, D02, D03, D05",30,Radar Doppler,Fijo,MHT16X730,10.131078,-75.167928,,,,,,,,,,06/07/2028
,SOL0000006061,CU000000000594,Autorizada instalar,BOLIVAR,SAN JUAN NEPOMUCENO,05/07/2023,Ruta Nacional 25BL-02 PR 10+000,DIRECCIÓN DE TRANSITO Y TRANSPORTE MUNICIPAL DE SAN JUAN NEPOMUCENO,Municipal,"C24, C29, C35, D02, D03, D05",50,Radar Doppler,Fijo,SNC10X000,10.08396535,-75.13829257,,,,,,,,,,04/07/2028
,SOL0000006041,CU000000000593,Autorizada instalar,BOLIVAR,SAN JUAN NEPOMUCENO,05/07/2023,Ruta Nacional 25-15 PR 95 + 900,DIRECCIÓN DE TRANSITO Y TRANSPORTE MUNICIPAL DE SAN JUAN NEPOMUCENO,Municipal,"C24, C29, C35, D02, D03, D05",30,Radar Doppler,Fijo,SJN95x900,9.96182183,-75.08058741,,,,,,,,,,04/07/2028
,SOL0000005981,CU000000000592,Autorizada instalar,BOLIVAR,CARTAGENA,13/06/2023,Carrera 29A con Av. Pedro de Heredia Acceso Oriental,DEPARTAMENTO ADMINISTRATIVO DE TRANSITO Y TRANSPORTE DE CARTAGENA - DATT,Distrital,"C03, C14, C35, D02, D04",None,Video Detección (Con Analítica de Video),Fijo,BazurtoOri,10.41211,-75.52115,,,,,,,,,,12/06/2028
,SOL0000005981,CU000000000591,Autorizada instalar,BOLIVAR,CARTAGENA,13/06/2023,Carrera 29A con Av. Pedro de Heredia Acceso Occidental,DEPARTAMENTO ADMINISTRATIVO DE TRANSITO Y TRANSPORTE DE CARTAGENA - DATT,Distrital,"C03, C14, C35, D02, D04",None,Video Detección (Con Analítica de Video),Fijo,BazurOcc,10.41204,-75.52151,,,,,,,,,,12/06/2028
,SOL0000005981,CU000000000590,Autorizada instalar,BOLIVAR,CARTAGENA,13/06/2023,Carrera 29A con Av. Pedro de Heredia Acceso Norte,DEPARTAMENTO ADMINISTRATIVO DE TRANSITO Y TRANSPORTE DE CARTAGENA - DATT,Distrital,"C03, C14, C35, D02, D04",None,Video Detección (Con Analítica de Video),Fijo,BazurNor,10.412333,-75.521239,,,,,,,,,,12/06/2028
,SOL0000005981,CU000000000589,Autorizada instalar,BOLIVAR,CARTAGENA,13/06/2023,Carrera 29A con Av. Pedro de Heredia Acceso Sur,DEPARTAMENTO ADMINISTRATIVO DE TRANSITO Y TRANSPORTE DE CARTAGENA - DATT,Distrital,"C03, C14, C35, D02, D04",None,Video Detección (Con Analítica de Video),Fijo,BazurSur,10.411863,-75.521282,,,,,,,,,,12/06/2028
,SOL0000005962,CU000000000588,Autorizada instalar,BOLIVAR,SANTA CATALINA,20/04/2023,VIA 90A01 PR 46 +406,SECRETARIA DE TRANSITO Y TRANSPORTE DE SANTA CATALINA,Municipal,"C05, C29, C35, D02, D06",30,Radar Doppler,Fijo,SENSYS,10.7333867,-75.2637294,,,,,,,,,,19/04/2028
,SOL0000005641,CU000000000583,Autorizada instalar,BOLIVAR,CARTAGENA,20/02/2023,Transversal 53 con diagonal 32 Bomba el gallo Acceso Norte,DEPARTAMENTO ADMINISTRATIVO DE TRANSITO Y TRANSPORTE DE CARTAGENA - DATT,Distrital,"B11, C03, C10, C14, C24, C32, C35, D02, D03, D04, D05, D07",None,Video Detección (Con Analítica de Video),Fijo,AccesoNort,10.395924,-75.476818,,,,,,,,,,19/02/2028
,SOL0000005641,CU000000000582,Autorizada instalar,BOLIVAR,CARTAGENA,20/02/2023,Diagonal 32 x Transversal 53 para Acceso Sur ubicada en separador central,DEPARTAMENTO ADMINISTRATIVO DE TRANSITO Y TRANSPORTE DE CARTAGENA - DATT,Distrital,"B11, C03, C10, C14, C24, C32, C35, C37, D02, D03, D04, D05, D07",None,Video Detección (Con Analítica de Video),Fijo,AccesoSur,10.395791,-75.476771,,,,,,,,,,19/02/2028
,SOL0000005641,CU000000000580,Autorizada instalar,BOLIVAR,CARTAGENA,20/02/2023,Transversal 53 con diagonal 32 Bomba el gallo sentido ORI OCC,DEPARTAMENTO ADMINISTRATIVO DE TRANSITO Y TRANSPORTE DE CARTAGENA - DATT,Distrital,"B11, C03, C10, C14, C24, C26, C29, C32, C35, C37, D02, D04, D05, D07",None,Video Detección (Con Analítica de Video),Fijo,TV53D32NOR,10.396056,-75.476787,,,,,,,,,,19/02/2028
,SOL0000005641,CU000000000581,Autorizada instalar,BOLIVAR,CARTAGENA,20/02/2023,Transversal 53 con diagonal 32 Bomba el gallo sentido OCC ORI,DEPARTAMENTO ADMINISTRATIVO DE TRANSITO Y TRANSPORTE DE CARTAGENA - DATT,Distrital,"B11, C03, C10, C14, C24, C26, C29, C32, C35, C37, D02, D03, D04, D05, D07",None,Video Detección (Con Analítica de Video),Fijo,TV53D32SUR,10.395592,-75.47687,,,,,,,,,,19/02/2028
,SOL0000005546,CU000000000579,Autorizada instalar,BOLIVAR,SAN JACINTO,28/11/2022,RN 25-15 PR 80+516,SECRETARIA DE MOVILIDAD DEL DEPARTAMENTO DE BOLÍVAR,Departamental,"C24, C29, C35, D02, D03, D05",50,Radar Doppler,Fijo,SNJTO80X51,9.83463986,-75.12049303,,,,,,,,,,27/11/2027
,SOL0000005444,CU000000000578,Autorizada instalar,BOLIVAR,CARTAGENA,28/11/2022,Calle 30 No. 31-70 (Av Pedro de Heredia entre carrera 29 y transversal 33 - calzada sur),DEPARTAMENTO ADMINISTRATIVO DE TRANSITO Y TRANSPORTE DE CARTAGENA - DATT,Distrital,"B11, B3, C10, C14, C24, C26, C29, C32, C35, C37, D02, D03, D05, D07, H07",40,Video Detección (Con Analítica de Video),Fijo,ElpradoSur,10.410857,-75.519217,,,,,,,,,,27/11/2027
,SOL0000005582,CU000000000577,Autorizada instalar,BOLIVAR,CARTAGENA,25/11/2022,Calle 30 No. 27 18 (Av. Pedro de heredia entre carreras 29 y 25 - calzada sur),DEPARTAMENTO ADMINISTRATIVO DE TRANSITO Y TRANSPORTE DE CARTAGENA - DATT,Distrital,"B11, B3, B6, C03, C10, C14, C24, C26, C32, C35, C37, D02, D03, D05, D07, H07",None,Video Detección (Con Analítica de Video),Fijo,MercadoSur,10.413535,-75.523671,,,,,,,,,,24/11/2027
,SOL0000005582,CU000000000576,Autorizada instalar,BOLIVAR,CARTAGENA,25/11/2022,Calle 30 No. 27A - 23 (Av. Pedro de heredia entre carrera 29 y carrera 25 - calzada norte),DEPARTAMENTO ADMINISTRATIVO DE TRANSITO Y TRANSPORTE DE CARTAGENA - DATT,Distrital,"B11, B3, B6, C03, C10, C14, C24, C26, C32, C35, C37, D02, D03, D05, D07, H07",None,Video Detección (Con Analítica de Video),Fijo,MercadoNor,10.413229,-75.523137,,,,,,,,,,24/11/2027
,SOL0000005443,CU000000000575,Autorizada instalar,BOLIVAR,CARTAGENA,24/11/2022,Calle 31 No. 30D - 134 (Calzada Sur Av Pedro de Heredia con Carrera 50),DEPARTAMENTO ADMINISTRATIVO DE TRANSITO Y TRANSPORTE DE CARTAGENA - DATT,Distrital,"B11, B3, B6, C03, C10, C14, C24, C26, C29, C32, C35, C37, D02, D04, D05, D06, D07, D10, H07",None,Video Detección (Con Analítica de Video),Fijo,4VTAccOcc,10.406228,-75.502226,,,,,,,,,,23/11/2027
,SOL0000005443,CU000000000574,Autorizada instalar,BOLIVAR,CARTAGENA,24/11/2022,Calle 31 No. 50 09 Mz M Lo 1 (Avenida Pedro de Heredia con Carrera 50 Acceso Oriental),DEPARTAMENTO ADMINISTRATIVO DE TRANSITO Y TRANSPORTE DE CARTAGENA - DATT,Distrital,"B11, B3, B6, C03, C10, C14, C24, C26, C29, C32, C35, C37, D02, D03, D04, D05, D06, D07, D10, H07",None,Video Detección (Con Analítica de Video),Fijo,4VTAccOri,10.406383,-75.501704,,,,,,,,,,23/11/2027
,SOL0000005443,CU000000000573,Autorizada instalar,BOLIVAR,CARTAGENA,24/11/2022,K 50 C 31 Zona Verde (ACC NORTE),DEPARTAMENTO ADMINISTRATIVO DE TRANSITO Y TRANSPORTE DE CARTAGENA - DATT,Distrital,"B11, B3, B6, C03, C10, C14, C24, C35, C37, D02, D03, D04, D05, D07, H07",None,Video Detección (Con Analítica de Video),Fijo,4VTAccNor,10.406469,-75.501978,,,,,,,,,,23/11/2027
,SOL0000005601,CU000000000572,Autorizada instalar,CESAR,LA PAZ,21/11/2022,Ruta 8004 PR 9+0805,SECRETARIA DE TRANSITO MUNICIPAL DE LA PAZ,Municipal,"C02, C14, C29, C35, C37, D03, D05, D07",30,Radar Doppler,Móvil,LAPAZ,10.3854348,-73.2011477,,,,,,,,,,20/11/2027
,SOL0000005442,CU000000000571,Autorizada instalar,BOLIVAR,CARTAGENA,18/11/2022,"Transversal 54  # 30 - 569, calzada norte",DEPARTAMENTO ADMINISTRATIVO DE TRANSITO Y TRANSPORTE DE CARTAGENA - DATT,Distrital,"B11, B3, C10, C14, C24, C26, C29, C32, C35, C37, D02, D03, D05, D07, H07",30,Video Detección (Con Analítica de Video),Fijo,T54INEMNor,10.389297,-75.498096,,,,,,,,,,17/11/2027
,SOL0000005442,CU000000000570,Autorizada instalar,BOLIVAR,CARTAGENA,18/11/2022,"Transversal 54 # 30 590 Inem, calzada sur",DEPARTAMENTO ADMINISTRATIVO DE TRANSITO Y TRANSPORTE DE CARTAGENA - DATT,Distrital,"B11, B3, C10, C14, C24, C29, C32, C35, C37, D02, D03, D05, D07, H07",30,Video Detección (Con Analítica de Video),Fijo,T54INEMSur,10.389063,-75.498116,,,,,,,,,,17/11/2027
,SOL0000005544,CU000000000569,Autorizada instalar,BOLIVAR,MARIA LA BAJA,11/11/2022,RN 90-05 PR 35+632,SECRETARIA DE MOVILIDAD DEL DEPARTAMENTO DE BOLÍVAR,Departamental,"C24, C29, C35, D02, D03, D05",30,Radar Doppler,Fijo,MLB35X632,9.940451,-75.3065712,,,,,,,,,,10/11/2027
,SOL0000005545,CU000000000568,Autorizada instalar,BOLIVAR,MARIA LA BAJA,11/11/2022,RN 90-05 PR 47+000,SECRETARIA DE MOVILIDAD DEL DEPARTAMENTO DE BOLÍVAR,Departamental,"C24, C29, C35, D02, D03, D05",50,Radar Doppler,Fijo,MLB47X000,10.02662134,-75.26029041,,,,,,,,,,10/11/2027
,SOL0000005542,CU000000000567,Autorizada instalar,BOLIVAR,MARIA LA BAJA,10/11/2022,RN 90-05 PR 23+750,SECRETARIA DE MOVILIDAD DEL DEPARTAMENTO DE BOLÍVAR,Departamental,"C24, C29, C35, D02, D03, D05",30,Radar Doppler,Fijo,MLB23X750,9.88081173,-75.38851223,,,,,,,,,,09/11/2027
,SOL0000005481,CU000000000566,Autorizada instalar,BOLIVAR,MAHATES,08/11/2022,RN 90-05 PR 52+747,SECRETARIA DE MOVILIDAD DEL DEPARTAMENTO DE BOLÍVAR,Departamental,"C24, C29, C35, D02, D03, D05",30,Radar Doppler,Fijo,MAH52X747,10.07587548,-75.246977,,,,,,,,,,07/11/2027
,SOL0000005501,CU000000000565,Autorizada instalar,BOLIVAR,CICUCO,04/11/2022,RN 78-03 PR 3+890,SECRETARIA DE MOVILIDAD DEL DEPARTAMENTO DE BOLÍVAR,Departamental,"C24, C29, C35, D02, D03, D05",30,Radar Doppler,Fijo,BCIC03X890,9.27433227,-74.65171861,,,,,,,,,,03/11/2027
,SOL0000005521,CU000000000564,Autorizada instalar,BOLIVAR,CICUCO,25/10/2022,RN 78-03 PR 5+215,SECRETARIA DE MOVILIDAD DEL DEPARTAMENTO DE BOLÍVAR,Departamental,"C24, C29, C35, D02, D03, D05",30,Radar Doppler,Fijo,BCIC05X215,9.27689543,-74.64069535,,,,,,,,,,24/10/2027
,SOL0000005421,CU000000000558,Autorizada instalar,CUNDINAMARCA,MOSQUERA,19/10/2022,Carrera 5 este con calle 17 red principal o arteria urbana,SECRETARIA DE MOVILIDAD DE  MOSQUERA,Municipal,"C02, C03, C14, C29, C31, C32, C35, D02, D03, D04",30,Radar Doppler,Fijo,MULTARADAR,4.707271,-74.218886,,,,,,,,,,18/10/2027
,SOL0000005421,CU000000000558,Autorizada instalar,CUNDINAMARCA,MOSQUERA,19/10/2022,Carrera 5 este con calle 17 red principal o arteria urbana,SECRETARIA DE MOVILIDAD DE  MOSQUERA,Municipal,"C02, C03, C14, C29, C31, C32, C35, D02, D03, D04",30,Radar Doppler,Fijo,MULTARADAR,4.707271,-74.218886,,,,,,,,,,18/10/2027
,SOL0000005361,CU000000000561,Autorizada instalar,CAUCA,PIENDAMO,20/09/2022,RN 2504 KM 27 PR 650,SECRETARIA DE MOVILIDAD TRÁNSITO Y TRANSPORTE PIENDAMÓ,Municipal,"C29, C35, D02, D06",50,Laser (Lidar) / Infrarrojo,Móvil,DRAGONCAM,2.674901,-76.532395,,,,,,,,,,19/09/2027
,SOL0000005322,CU000000000558,Autorizada instalar,ANTIOQUIA,RIONEGRO,09/09/2022,"Vía Autopista Medellín-Bogotá, PR 35+100, código 6004",SUBSECRETARIA DE MOVILIDAD RIONEGRO,Municipal,"C14, C29, C35, D02",80,Radar Doppler,Fijo,LAPLAYA,6.19078232,-75.38131158,,,,,,,,,,08/09/2027
,SOL0000005321,CU000000000557,Autorizada instalar,ANTIOQUIA,RIONEGRO,09/09/2022,"Vía Guarne Aeropuerto, PR 7+060, código 60AN03",SUBSECRETARIA DE MOVILIDAD RIONEGRO,Municipal,"C14, C29, C35, D02",80,Radar Doppler,Fijo,PR71,6.19790282,-75.434987,,,,,,,,,,08/09/2027
,SOL0000005321,CU000000000556,Autorizada instalar,ANTIOQUIA,RIONEGRO,09/09/2022,"Vía Guarne Aeropuerto, PR 7+060, código 60AN03",SUBSECRETARIA DE MOVILIDAD RIONEGRO,Municipal,"C14, C29, C35, D02",80,Radar Doppler,Fijo,PR72,6.19788611,-75.4351833,,,,,,,,,,08/09/2027
,SOL0000005221,CU000000000552,Autorizada instalar,VALLE DEL CAUCA,DAGUA,05/08/2022,tramo Transversal Buenaventura - Villavicencio - Puerto Carreño en el Km 61+950  Codigo de via 4001,SECRETARÍA DE MOVILIDAD Y TRANSPORTE DEL VALLE DEL CAUCA - GOBERNACIÓN DEL VALLE,Departamental,"C24, C29, C35, D02, D06",40,Radar Doppler,Móvil,0X00030819,3.768477,-76.673481,,,,,,,,,,04/08/2027
,SOL0000005201,CU000000000551,Autorizada instalar,VALLE DEL CAUCA,DAGUA,02/08/2022,Transversal Buenaventura - Villavicencio - Puerto Carreño en el Km 51+500,SECRETARÍA DE MOVILIDAD Y TRANSPORTE DEL VALLE DEL CAUCA - GOBERNACIÓN DEL VALLE,Departamental,"C26 (Transitar en vehículos de 3.5 o mas toneladas por el carril izquierdo dela vía cuando hubiere mas de un carril), C29, C35, D02, D06",60,Radar Doppler,Móvil,0X00030819,3.776419,-76.748136,,,,,,,,,,01/08/2027
,SOL0000005181,CU000000000550,Autorizada instalar,VALLE DEL CAUCA,DAGUA,01/08/2022,Acceso a Cali en el sector Cali - Cruce Ruta 40 (Loboguerrero) en el Km 28+600,SECRETARÍA DE MOVILIDAD Y TRANSPORTE DEL VALLE DEL CAUCA - GOBERNACIÓN DEL VALLE,Departamental,"C24, C29, C35, D02, D05, D06",60,Radar Doppler,Móvil,0X00031753,3.572924,-76.61607,,,,,,,,,,31/07/2027
,SOL0000005081,CU000000000549,Autorizada instalar,CESAR,LA GLORIA,23/06/2022,Ruta 4515 PR 0+230,INSTITUTO DEPARTAMENTAL DE TRANSITO DEL CESAR,Departamental,"C02, C14, C29, C35, C37, D03, D05, D06, D07, D10",30,Radar Doppler,Fijo,LaMata,8.610632,-73.635642,,,,,,,,,,22/06/2027
,SOL0000005081,CU000000000548,Autorizada instalar,CESAR,LA GLORIA,23/06/2022,Ruta 4515 PR 0+230,INSTITUTO DEPARTAMENTAL DE TRANSITO DEL CESAR,Departamental,"C02, C14, C29, C35, C37, D03, D05, D06, D07, D10",30,Radar Doppler,Fijo,LaMata,8.610633,-73.635664,,,,,,,,,,22/06/2027
,SOL0000005041,CU000000000547,Autorizada instalar,VALLE DEL CAUCA,DAGUA,02/06/2022,Transversal Buenaventura - Villavicencio - Puerto Carreño KM 74+300,SECRETARÍA DE MOVILIDAD Y TRANSPORTE DEL VALLE DEL CAUCA - GOBERNACIÓN DEL VALLE,Departamental,"C24, C29, C35, D02, D06",40,Radar Doppler,Móvil,0X00030819,3.809338,-76.622041,,,,,,,,,,01/06/2027
,SOL0000004961,CU000000000544,Autorizada instalar,VALLE DEL CAUCA,DAGUA,06/05/2022,Transversal Buenaventura - Villavicencio - Puerto Carreño KM 54+680 (código de la vía  4001),SECRETARÍA DE MOVILIDAD Y TRANSPORTE DEL VALLE DEL CAUCA - GOBERNACIÓN DEL VALLE,Departamental,"C24, C26 (Transitar en vehículos de 3.5 o mas toneladas por el carril izquierdo dela vía cuando hubiere mas de un carril), C29, C35, D02, D05, D06",60,Radar Doppler,Móvil,0X00030819,3.779883,-76.72307,,,,,,,,,,05/05/2027
,SOL0000004421,CU000000000542,Autorizada instalar,VALLE DEL CAUCA,DAGUA,08/04/2022,Cali - Cruce Ruta 40 (Loboguerrero) Dagua KM 51+600,SECRETARÍA DE MOVILIDAD Y TRANSPORTE DEL VALLE DEL CAUCA - GOBERNACIÓN DEL VALLE,Departamental,"C24, C29, C35, D02, D05, D06",60,Radar Doppler,Móvil,0X00030819,3.688505,-76.684451,,,,,,,,,,07/04/2027
,SOL0000004629,CU000000000541,Autorizada instalar,BOLIVAR,CLEMENCIA,24/03/2022,Ruta Nacional 90-06 PR 24 + 950,INSTITUTO DE TRANSITO Y TRANSPORTE DEL MUNICIPIO DE  CLEMENCIA - BOLIVAR,Municipal,"C24, C29, C35, D02, D03, D05",30,Radar Doppler,Fijo,CLEM24X950,10.56846866,-75.32619135,,,,,,,,,,23/03/2027
,SOL0000004521,CU000000000540,Autorizada instalar,VALLE DEL CAUCA,DAGUA,08/03/2022,Cali - Cruce Ruta 40 (Loboguerrero) Dagua KM 55+900,SECRETARÍA DE MOVILIDAD Y TRANSPORTE DEL VALLE DEL CAUCA - GOBERNACIÓN DEL VALLE,Departamental,"C24, C29, C35, D02, D03, D05",60,Radar Doppler,Móvil,0X00030819,3.721318,-76.671007,,,,,,,,,,07/03/2027
,SOL0000004941,CU000000000537,Autorizada instalar,VALLE DEL CAUCA,DAGUA,24/02/2022,Transversal Buenaventura - Villavicencio - Puerto Carreño KM 58+390 (código de la vía  4001),SECRETARÍA DE MOVILIDAD Y TRANSPORTE DEL VALLE DEL CAUCA - GOBERNACIÓN DEL VALLE,Departamental,"C24, C26 (Transitar en vehículos de 3.5 o mas toneladas por el carril izquierdo dela vía cuando hubiere mas de un carril), C29, C35, D02, D05, D06",60,Radar Doppler,Móvil,0X00030819,3.773661,-76.696878,,,,,,,,,,23/02/2027
,SOL0000004401,CU000000000536,Autorizada instalar,VALLE DEL CAUCA,DAGUA,15/02/2022,Cali - Cruce Ruta 40 (Loboguerrero) Dagua KM 39+200,SECRETARÍA DE MOVILIDAD Y TRANSPORTE DEL VALLE DEL CAUCA - GOBERNACIÓN DEL VALLE,Departamental,"C29, C35, D02, D03, D05, D06",60,Radar Doppler,Móvil,0X00030819,3.617647,-76.660882,,,,,,,,,,14/02/2027
,SOL0000004241,CU000000000535,Autorizada instalar,LA GUAJIRA,FONSECA,27/10/2021,KM 6 + 538 MT VIA BUENAVISTA - CUESTECITAS RUTA NACIONAL 8801,INSTITUTO DE TRANSITO Y TRANSPORTE DE FONSECA GUAJIRA,Municipal,"C29, C35, D02, D06, D07",30,Video Detección (Con Analítica de Video),Móvil,SASTF01,10.892272,-72.834718,,,,,,,,,,26/10/2026
,SOL0000003365,CU000000000527,Vencida,CUNDINAMARCA,ZIPAQUIRA,22/12/2020,Calle 8 Carrera 16,SECRETARIA DE TRANSPORTE Y MOVILIDAD DE ZIPAQUIRA,Municipal,D.4,None,Video Detección (Con Analítica de Video),Fijo,DRAGOCAM1,5.025156,-73.994921,,,,,,,,,,21/12/2025
,SOL0000003365,CU000000000526,Vencida,CUNDINAMARCA,ZIPAQUIRA,22/12/2020,Calle 8 Carrera 19,SECRETARIA DE TRANSPORTE Y MOVILIDAD DE ZIPAQUIRA,Municipal,D.4,None,Video Detección (Con Analítica de Video),Fijo,DRAGOCAM3,5.025391,-73.994328,,,,,,,,,,21/12/2025
,SOL0000003365,CU000000000525,Vencida,CUNDINAMARCA,ZIPAQUIRA,22/12/2020,Carrera 16 calle 8,SECRETARIA DE TRANSPORTE Y MOVILIDAD DE ZIPAQUIRA,Municipal,D.4,None,Video Detección (Con Analítica de Video),Fijo,DRAGOCAM2,5.025157,-73.994688,,,,,,,,,,21/12/2025
,SOL0000003365,CU000000000524,Vencida,CUNDINAMARCA,ZIPAQUIRA,22/12/2020,Carrera 19 Calle 8,SECRETARIA DE TRANSPORTE Y MOVILIDAD DE ZIPAQUIRA,Municipal,D.4,None,Video Detección (Con Analítica de Video),Fijo,DRAGOCAM4,5.025414,-73.994444,,,,,,,,,,21/12/2025
,SOL0000003341,CU000000000523,Vencida,CUNDINAMARCA,ZIPAQUIRA,16/12/2020,KILOMETRO 1 VIA A PACHO AL LADO DEL RESALTO,SECRETARIA DE TRANSPORTE Y MOVILIDAD DE ZIPAQUIRA,Municipal,"C.29, D.10",None,Radar Doppler,Móvil,DRAGOCAM03,5.0292,-74.008231,,,,,,,,,,15/12/2025
,SOL0000003502,CU000000000520,Vencida,ANTIOQUIA,BELLO,02/12/2020,CARRERA 48 X CALLE 53 SENTIDO SUR - NORTE,SECRETARÍA DE MOVILIDAD DE BELLO,Municipal,"C.14, C.29, C.32, C.35, D.2, D.4",None,Lazo Inductivo de Piso (Espiras),Fijo,PRADO2,6.336886,-75.557262,,,,,,,,,,01/12/2025
